NAICS_ID,ID_GROUP,Business Description,Date,Sales,Status
441,441,Motor vehicle and parts dealers,2011/02/01,62575.0,Estimated
4411-4412,441,Automobile and other motor vehicle dealers,2011/02/01,56531.0,Estimated
4411,441,Automobile dealers,2011/02/01,53613.0,Estimated
44111,441,New car dealers,2011/02/01,46318.0,Estimated
44112,441,Used car dealers,2011/02/01,7295.0,Estimated
4413,441,"Automotive parts, acc., and tire stores",2011/02/01,6044.0,Estimated
442-443,442,"Furniture, home furn, electronics, and appliance stores",2011/02/01,14276.0,Estimated
442,442,Furniture and home furnishings stores,2011/02/01,6488.0,Estimated
4421,442,Furniture stores,2011/02/01,3871.0,Estimated
4422,442,Home furnishings stores,2011/02/01,2617.0,Estimated
44221,442,Floor covering stores,2011/02/01,959.0,Estimated
442299,442,All other home furnishings stores,2011/02/01,1564.0,Estimated
443,443,Electronics and appliance stores,2011/02/01,7788.0,Estimated
443141,443,Household appliance stores,2011/02/01,1141.0,Estimated
443142,443,Electronics stores,2011/02/01,6647.0,Estimated
444,444,Building mat. and garden equip. and supplies dealers,2011/02/01,16002.0,Estimated
4441,444,Building mat. and supplies dealers,2011/02/01,14196.0,Estimated
44412,444,Paint and wallpaper stores,2011/02/01,533.0,Estimated
44413,444,Hardware stores,2011/02/01,1240.0,Estimated
445,445,Food and beverage stores,2011/02/01,45575.0,Estimated
4451,445,Grocery stores,2011/02/01,41229.0,Estimated
44511,445,Supermarkets and other grocery (except convenience) stores,2011/02/01,39485.0,Estimated
4453,445,"Beer, wine, and liquor stores",2011/02/01,2984.0,Estimated
446,446,Health and personal care stores,2011/02/01,21284.0,Estimated
44611,446,Pharmacies and drug stores,2011/02/01,18117.0,Estimated
447,447,Gasoline stations,2011/02/01,36669.0,Estimated
448,448,Clothing and clothing access. stores,2011/02/01,15931.0,Estimated
4481,448,Clothing stores,2011/02/01,11370.0,Estimated
44811,448,Men's clothing stores,2011/02/01,497.0,Estimated
44812,448,Women's clothing stores,2011/02/01,2753.0,Estimated
44814,448,Family clothing stores,2011/02/01,5894.0,Estimated
44819,448,Other clothing stores,2011/02/01,878.0,Estimated
4482,448,Shoe stores,2011/02/01,2186.0,Estimated
44831,448,Jewelry stores,2011/02/01,2228.0,Estimated
451,451,"Sporting goods, hobby, musical instrument, and book stores",2011/02/01,5190.0,Estimated
45111,451,Sporting goods stores,2011/02/01,2456.0,Estimated
45112,451,"Hobby, toy, and game stores",2011/02/01,1030.0,Estimated
451211,451,Book stores,2011/02/01,960.0,Estimated
452,452,General merchandise stores,2011/02/01,45804.0,Estimated
4521,452,Department stores,2011/02/01,12857.0,Estimated
452111,452,Department stores(excl. discount department stores),2011/02/01,4507.0,Estimated
452112,452,Discount dept. stores,2011/02/01,8350.0,Estimated
4529,452,Other general merchandise stores,2011/02/01,32947.0,Estimated
45291,452,Warehouse clubs and superstores,2011/02/01,28956.0,Estimated
45299,452,All other gen. merchandise stores,2011/02/01,3991.0,Estimated
453,453,Miscellaneous store retailers,2011/02/01,8108.0,Estimated
4532,453,"Office supplies, stationery, and gift stores",2011/02/01,2614.0,Estimated
45321,453,Office supplies and stationery stores,2011/02/01,1489.0,Estimated
45322,453,"Gift, novelty, and souvenir stores",2011/02/01,1125.0,Estimated
45330,453,Used merchandise stores,2011/02/01,1029.0,Estimated
454,454,Nonstore retailers,2011/02/01,28506.0,Estimated
4541,454,Electronic shopping and mail-order houses,2011/02/01,20666.0,Estimated
45431,454,Fuel dealers,2011/02/01,4684.0,Estimated
722,722,Food services and drinking places,2011/02/01,37394.0,Estimated
7224,722,Drinking places,2011/02/01,1616.0,Estimated
7225,722,Restaurants and other eating places,2011/02/01,32452.0,Estimated
722511,722,Full service restaurants,2011/02/01,16248.0,Estimated
722513-722514-722515,722,Limited service eating places,2011/02/01,16204.0,Estimated
441,441,Motor vehicle and parts dealers,2011/03/01,75168.0,Estimated
4411-4412,441,Automobile and other motor vehicle dealers,2011/03/01,67947.0,Estimated
4411,441,Automobile dealers,2011/03/01,63613.0,Estimated
44111,441,New car dealers,2011/03/01,55952.0,Estimated
44112,441,Used car dealers,2011/03/01,7661.0,Estimated
4413,441,"Automotive parts, acc., and tire stores",2011/03/01,7221.0,Estimated
442-443,442,"Furniture, home furn, electronics, and appliance stores",2011/03/01,15727.0,Estimated
442,442,Furniture and home furnishings stores,2011/03/01,7530.0,Estimated
4421,442,Furniture stores,2011/03/01,4304.0,Estimated
4422,442,Home furnishings stores,2011/03/01,3226.0,Estimated
44221,442,Floor covering stores,2011/03/01,1211.0,Estimated
442299,442,All other home furnishings stores,2011/03/01,1907.0,Estimated
443,443,Electronics and appliance stores,2011/03/01,8197.0,Estimated
443141,443,Household appliance stores,2011/03/01,1215.0,Estimated
443142,443,Electronics stores,2011/03/01,6982.0,Estimated
444,444,Building mat. and garden equip. and supplies dealers,2011/03/01,21963.0,Estimated
4441,444,Building mat. and supplies dealers,2011/03/01,18974.0,Estimated
44412,444,Paint and wallpaper stores,2011/03/01,685.0,Estimated
44413,444,Hardware stores,2011/03/01,1498.0,Estimated
445,445,Food and beverage stores,2011/03/01,49729.0,Estimated
4451,445,Grocery stores,2011/03/01,45068.0,Estimated
44511,445,Supermarkets and other grocery (except convenience) stores,2011/03/01,43103.0,Estimated
4453,445,"Beer, wine, and liquor stores",2011/03/01,3249.0,Estimated
446,446,Health and personal care stores,2011/03/01,23623.0,Estimated
44611,446,Pharmacies and drug stores,2011/03/01,20042.0,Estimated
447,447,Gasoline stations,2011/03/01,44349.0,Estimated
448,448,Clothing and clothing access. stores,2011/03/01,18252.0,Estimated
4481,448,Clothing stores,2011/03/01,13715.0,Estimated
44811,448,Men's clothing stores,2011/03/01,599.0,Estimated
44812,448,Women's clothing stores,2011/03/01,3449.0,Estimated
44814,448,Family clothing stores,2011/03/01,7017.0,Estimated
44819,448,Other clothing stores,2011/03/01,1064.0,Estimated
4482,448,Shoe stores,2011/03/01,2379.0,Estimated
44831,448,Jewelry stores,2011/03/01,1976.0,Estimated
451,451,"Sporting goods, hobby, musical instrument, and book stores",2011/03/01,6172.0,Estimated
45111,451,Sporting goods stores,2011/03/01,3266.0,Estimated
45112,451,"Hobby, toy, and game stores",2011/03/01,1201.0,Estimated
451211,451,Book stores,2011/03/01,881.0,Estimated
452,452,General merchandise stores,2011/03/01,49675.0,Estimated
4521,452,Department stores,2011/03/01,14178.0,Estimated
452111,452,Department stores(excl. discount department stores),2011/03/01,4970.0,Estimated
452112,452,Discount dept. stores,2011/03/01,9208.0,Estimated
4529,452,Other general merchandise stores,2011/03/01,35497.0,Estimated
45291,452,Warehouse clubs and superstores,2011/03/01,31017.0,Estimated
45299,452,All other gen. merchandise stores,2011/03/01,4480.0,Estimated
453,453,Miscellaneous store retailers,2011/03/01,8661.0,Estimated
4532,453,"Office supplies, stationery, and gift stores",2011/03/01,2680.0,Estimated
45321,453,Office supplies and stationery stores,2011/03/01,1578.0,Estimated
45322,453,"Gift, novelty, and souvenir stores",2011/03/01,1102.0,Estimated
45330,453,Used merchandise stores,2011/03/01,1182.0,Estimated
454,454,Nonstore retailers,2011/03/01,31733.0,Estimated
4541,454,Electronic shopping and mail-order houses,2011/03/01,23815.0,Estimated
45431,454,Fuel dealers,2011/03/01,4072.0,Estimated
722,722,Food services and drinking places,2011/03/01,42036.0,Estimated
7224,722,Drinking places,2011/03/01,1825.0,Estimated
7225,722,Restaurants and other eating places,2011/03/01,36502.0,Estimated
722511,722,Full service restaurants,2011/03/01,18272.0,Estimated
722513-722514-722515,722,Limited service eating places,2011/03/01,18230.0,Estimated
441,441,Motor vehicle and parts dealers,2011/04/01,69542.0,Estimated
4411-4412,441,Automobile and other motor vehicle dealers,2011/04/01,62778.0,Estimated
4411,441,Automobile dealers,2011/04/01,58223.0,Estimated
44111,441,New car dealers,2011/04/01,51777.0,Estimated
44112,441,Used car dealers,2011/04/01,6446.0,Estimated
4413,441,"Automotive parts, acc., and tire stores",2011/04/01,6764.0,Estimated
442-443,442,"Furniture, home furn, electronics, and appliance stores",2011/04/01,14231.0,Estimated
442,442,Furniture and home furnishings stores,2011/04/01,6896.0,Estimated
4421,442,Furniture stores,2011/04/01,3902.0,Estimated
4422,442,Home furnishings stores,2011/04/01,2994.0,Estimated
44221,442,Floor covering stores,2011/04/01,1127.0,Estimated
442299,442,All other home furnishings stores,2011/04/01,1783.0,Estimated
443,443,Electronics and appliance stores,2011/04/01,7335.0,Estimated
443141,443,Household appliance stores,2011/04/01,1181.0,Estimated
443142,443,Electronics stores,2011/04/01,6154.0,Estimated
444,444,Building mat. and garden equip. and supplies dealers,2011/04/01,24378.0,Estimated
4441,444,Building mat. and supplies dealers,2011/04/01,20310.0,Estimated
44412,444,Paint and wallpaper stores,2011/04/01,704.0,Estimated
44413,444,Hardware stores,2011/04/01,1747.0,Estimated
445,445,Food and beverage stores,2011/04/01,50588.0,Estimated
4451,445,Grocery stores,2011/04/01,45586.0,Estimated
44511,445,Supermarkets and other grocery (except convenience) stores,2011/04/01,43535.0,Estimated
4453,445,"Beer, wine, and liquor stores",2011/04/01,3363.0,Estimated
446,446,Health and personal care stores,2011/04/01,22246.0,Estimated
44611,446,Pharmacies and drug stores,2011/04/01,18944.0,Estimated
447,447,Gasoline stations,2011/04/01,45853.0,Estimated
448,448,Clothing and clothing access. stores,2011/04/01,18647.0,Estimated
4481,448,Clothing stores,2011/04/01,13859.0,Estimated
44811,448,Men's clothing stores,2011/04/01,690.0,Estimated
44812,448,Women's clothing stores,2011/04/01,3582.0,Estimated
44814,448,Family clothing stores,2011/04/01,7076.0,Estimated
44819,448,Other clothing stores,2011/04/01,985.0,Estimated
4482,448,Shoe stores,2011/04/01,2422.0,Estimated
44831,448,Jewelry stores,2011/04/01,2194.0,Estimated
451,451,"Sporting goods, hobby, musical instrument, and book stores",2011/04/01,6000.0,Estimated
45111,451,Sporting goods stores,2011/04/01,3246.0,Estimated
45112,451,"Hobby, toy, and game stores",2011/04/01,1192.0,Estimated
451211,451,Book stores,2011/04/01,797.0,Estimated
452,452,General merchandise stores,2011/04/01,50480.0,Estimated
4521,452,Department stores,2011/04/01,14513.0,Estimated
452111,452,Department stores(excl. discount department stores),2011/04/01,5233.0,Estimated
452112,452,Discount dept. stores,2011/04/01,9280.0,Estimated
4529,452,Other general merchandise stores,2011/04/01,35967.0,Estimated
45291,452,Warehouse clubs and superstores,2011/04/01,31432.0,Estimated
45299,452,All other gen. merchandise stores,2011/04/01,4535.0,Estimated
453,453,Miscellaneous store retailers,2011/04/01,8638.0,Estimated
4532,453,"Office supplies, stationery, and gift stores",2011/04/01,2548.0,Estimated
45321,453,Office supplies and stationery stores,2011/04/01,1369.0,Estimated
45322,453,"Gift, novelty, and souvenir stores",2011/04/01,1179.0,Estimated
45330,453,Used merchandise stores,2011/04/01,1066.0,Estimated
454,454,Nonstore retailers,2011/04/01,28411.0,Estimated
4541,454,Electronic shopping and mail-order houses,2011/04/01,21954.0,Estimated
45431,454,Fuel dealers,2011/04/01,2918.0,Estimated
722,722,Food services and drinking places,2011/04/01,41761.0,Estimated
7224,722,Drinking places,2011/04/01,1754.0,Estimated
7225,722,Restaurants and other eating places,2011/04/01,35950.0,Estimated
722511,722,Full service restaurants,2011/04/01,17959.0,Estimated
722513-722514-722515,722,Limited service eating places,2011/04/01,17991.0,Estimated
441,441,Motor vehicle and parts dealers,2011/05/01,69277.0,Estimated
4411-4412,441,Automobile and other motor vehicle dealers,2011/05/01,62333.0,Estimated
4411,441,Automobile dealers,2011/05/01,57538.0,Estimated
44111,441,New car dealers,2011/05/01,51278.0,Estimated
44112,441,Used car dealers,2011/05/01,6260.0,Estimated
4413,441,"Automotive parts, acc., and tire stores",2011/05/01,6944.0,Estimated
442-443,442,"Furniture, home furn, electronics, and appliance stores",2011/05/01,14711.0,Estimated
442,442,Furniture and home furnishings stores,2011/05/01,7086.0,Estimated
4421,442,Furniture stores,2011/05/01,3861.0,Estimated
4422,442,Home furnishings stores,2011/05/01,3225.0,Estimated
44221,442,Floor covering stores,2011/05/01,1261.0,Estimated
442299,442,All other home furnishings stores,2011/05/01,1874.0,Estimated
443,443,Electronics and appliance stores,2011/05/01,7625.0,Estimated
443141,443,Household appliance stores,2011/05/01,1274.0,Estimated
443142,443,Electronics stores,2011/05/01,6351.0,Estimated
444,444,Building mat. and garden equip. and supplies dealers,2011/05/01,27713.0,Estimated
4441,444,Building mat. and supplies dealers,2011/05/01,22769.0,Estimated
44412,444,Paint and wallpaper stores,2011/05/01,708.0,Estimated
44413,444,Hardware stores,2011/05/01,2033.0,Estimated
445,445,Food and beverage stores,2011/05/01,51441.0,Estimated
4451,445,Grocery stores,2011/05/01,46318.0,Estimated
44511,445,Supermarkets and other grocery (except convenience) stores,2011/05/01,44129.0,Estimated
4453,445,"Beer, wine, and liquor stores",2011/05/01,3471.0,Estimated
446,446,Health and personal care stores,2011/05/01,22766.0,Estimated
44611,446,Pharmacies and drug stores,2011/05/01,19505.0,Estimated
447,447,Gasoline stations,2011/05/01,48245.0,Estimated
448,448,Clothing and clothing access. stores,2011/05/01,18771.0,Estimated
4481,448,Clothing stores,2011/05/01,13648.0,Estimated
44811,448,Men's clothing stores,2011/05/01,677.0,Estimated
44812,448,Women's clothing stores,2011/05/01,3508.0,Estimated
44814,448,Family clothing stores,2011/05/01,6973.0,Estimated
44819,448,Other clothing stores,2011/05/01,1027.0,Estimated
4482,448,Shoe stores,2011/05/01,2322.0,Estimated
44831,448,Jewelry stores,2011/05/01,2624.0,Estimated
451,451,"Sporting goods, hobby, musical instrument, and book stores",2011/05/01,5960.0,Estimated
45111,451,Sporting goods stores,2011/05/01,3169.0,Estimated
45112,451,"Hobby, toy, and game stores",2011/05/01,1073.0,Estimated
451211,451,Book stores,2011/05/01,936.0,Estimated
452,452,General merchandise stores,2011/05/01,51435.0,Estimated
4521,452,Department stores,2011/05/01,14484.0,Estimated
452111,452,Department stores(excl. discount department stores),2011/05/01,5162.0,Estimated
452112,452,Discount dept. stores,2011/05/01,9322.0,Estimated
4529,452,Other general merchandise stores,2011/05/01,36951.0,Estimated
45291,452,Warehouse clubs and superstores,2011/05/01,32353.0,Estimated
45299,452,All other gen. merchandise stores,2011/05/01,4598.0,Estimated
453,453,Miscellaneous store retailers,2011/05/01,9533.0,Estimated
4532,453,"Office supplies, stationery, and gift stores",2011/05/01,2790.0,Estimated
45321,453,Office supplies and stationery stores,2011/05/01,1368.0,Estimated
45322,453,"Gift, novelty, and souvenir stores",2011/05/01,1422.0,Estimated
45330,453,Used merchandise stores,2011/05/01,1063.0,Estimated
454,454,Nonstore retailers,2011/05/01,29127.0,Estimated
4541,454,Electronic shopping and mail-order houses,2011/05/01,23133.0,Estimated
45431,454,Fuel dealers,2011/05/01,2435.0,Estimated
722,722,Food services and drinking places,2011/05/01,43020.0,Estimated
7224,722,Drinking places,2011/05/01,1751.0,Estimated
7225,722,Restaurants and other eating places,2011/05/01,37165.0,Estimated
722511,722,Full service restaurants,2011/05/01,18608.0,Estimated
722513-722514-722515,722,Limited service eating places,2011/05/01,18557.0,Estimated
441,441,Motor vehicle and parts dealers,2011/06/01,70201.0,Estimated
4411-4412,441,Automobile and other motor vehicle dealers,2011/06/01,62666.0,Estimated
4411,441,Automobile dealers,2011/06/01,57741.0,Estimated
44111,441,New car dealers,2011/06/01,51281.0,Estimated
44112,441,Used car dealers,2011/06/01,6460.0,Estimated
4413,441,"Automotive parts, acc., and tire stores",2011/06/01,7535.0,Estimated
442-443,442,"Furniture, home furn, electronics, and appliance stores",2011/06/01,14913.0,Estimated
442,442,Furniture and home furnishings stores,2011/06/01,7039.0,Estimated
4421,442,Furniture stores,2011/06/01,3792.0,Estimated
4422,442,Home furnishings stores,2011/06/01,3247.0,Estimated
44221,442,Floor covering stores,2011/06/01,1295.0,Estimated
442299,442,All other home furnishings stores,2011/06/01,1869.0,Estimated
443,443,Electronics and appliance stores,2011/06/01,7874.0,Estimated
443141,443,Household appliance stores,2011/06/01,1314.0,Estimated
443142,443,Electronics stores,2011/06/01,6560.0,Estimated
444,444,Building mat. and garden equip. and supplies dealers,2011/06/01,27011.0,Estimated
4441,444,Building mat. and supplies dealers,2011/06/01,22556.0,Estimated
44412,444,Paint and wallpaper stores,2011/06/01,853.0,Estimated
44413,444,Hardware stores,2011/06/01,1918.0,Estimated
445,445,Food and beverage stores,2011/06/01,51040.0,Estimated
4451,445,Grocery stores,2011/06/01,45883.0,Estimated
44511,445,Supermarkets and other grocery (except convenience) stores,2011/06/01,43716.0,Estimated
4453,445,"Beer, wine, and liquor stores",2011/06/01,3551.0,Estimated
446,446,Health and personal care stores,2011/06/01,22381.0,Estimated
44611,446,Pharmacies and drug stores,2011/06/01,19081.0,Estimated
447,447,Gasoline stations,2011/06/01,47514.0,Estimated
448,448,Clothing and clothing access. stores,2011/06/01,17783.0,Estimated
4481,448,Clothing stores,2011/06/01,13271.0,Estimated
44811,448,Men's clothing stores,2011/06/01,661.0,Estimated
44812,448,Women's clothing stores,2011/06/01,3285.0,Estimated
44814,448,Family clothing stores,2011/06/01,6797.0,Estimated
44819,448,Other clothing stores,2011/06/01,1070.0,Estimated
4482,448,Shoe stores,2011/06/01,2243.0,Estimated
44831,448,Jewelry stores,2011/06/01,2093.0,Estimated
451,451,"Sporting goods, hobby, musical instrument, and book stores",2011/06/01,6256.0,Estimated
45111,451,Sporting goods stores,2011/06/01,3505.0,Estimated
45112,451,"Hobby, toy, and game stores",2011/06/01,1069.0,Estimated
451211,451,Book stores,2011/06/01,902.0,Estimated
452,452,General merchandise stores,2011/06/01,50906.0,Estimated
4521,452,Department stores,2011/06/01,14719.0,Estimated
452111,452,Department stores(excl. discount department stores),2011/06/01,5174.0,Estimated
452112,452,Discount dept. stores,2011/06/01,9545.0,Estimated
4529,452,Other general merchandise stores,2011/06/01,36187.0,Estimated
45291,452,Warehouse clubs and superstores,2011/06/01,31560.0,Estimated
45299,452,All other gen. merchandise stores,2011/06/01,4627.0,Estimated
453,453,Miscellaneous store retailers,2011/06/01,9482.0,Estimated
4532,453,"Office supplies, stationery, and gift stores",2011/06/01,2630.0,Estimated
45321,453,Office supplies and stationery stores,2011/06/01,1301.0,Estimated
45322,453,"Gift, novelty, and souvenir stores",2011/06/01,1329.0,Estimated
45330,453,Used merchandise stores,2011/06/01,1004.0,Estimated
454,454,Nonstore retailers,2011/06/01,29133.0,Estimated
4541,454,Electronic shopping and mail-order houses,2011/06/01,23110.0,Estimated
45431,454,Fuel dealers,2011/06/01,2269.0,Estimated
722,722,Food services and drinking places,2011/06/01,42080.0,Estimated
7224,722,Drinking places,2011/06/01,1720.0,Estimated
7225,722,Restaurants and other eating places,2011/06/01,36409.0,Estimated
722511,722,Full service restaurants,2011/06/01,18058.0,Estimated
722513-722514-722515,722,Limited service eating places,2011/06/01,18351.0,Estimated
441,441,Motor vehicle and parts dealers,2011/07/01,69178.0,Estimated
4411-4412,441,Automobile and other motor vehicle dealers,2011/07/01,62092.0,Estimated
4411,441,Automobile dealers,2011/07/01,57556.0,Estimated
44111,441,New car dealers,2011/07/01,51208.0,Estimated
44112,441,Used car dealers,2011/07/01,6348.0,Estimated
4413,441,"Automotive parts, acc., and tire stores",2011/07/01,7086.0,Estimated
442-443,442,"Furniture, home furn, electronics, and appliance stores",2011/07/01,15276.0,Estimated
442,442,Furniture and home furnishings stores,2011/07/01,7241.0,Estimated
4421,442,Furniture stores,2011/07/01,4002.0,Estimated
4422,442,Home furnishings stores,2011/07/01,3239.0,Estimated
44221,442,Floor covering stores,2011/07/01,1271.0,Estimated
442299,442,All other home furnishings stores,2011/07/01,1886.0,Estimated
443,443,Electronics and appliance stores,2011/07/01,8035.0,Estimated
443141,443,Household appliance stores,2011/07/01,1334.0,Estimated
443142,443,Electronics stores,2011/07/01,6701.0,Estimated
444,444,Building mat. and garden equip. and supplies dealers,2011/07/01,23528.0,Estimated
4441,444,Building mat. and supplies dealers,2011/07/01,20828.0,Estimated
44412,444,Paint and wallpaper stores,2011/07/01,801.0,Estimated
44413,444,Hardware stores,2011/07/01,1759.0,Estimated
445,445,Food and beverage stores,2011/07/01,52522.0,Estimated
4451,445,Grocery stores,2011/07/01,47171.0,Estimated
44511,445,Supermarkets and other grocery (except convenience) stores,2011/07/01,44937.0,Estimated
4453,445,"Beer, wine, and liquor stores",2011/07/01,3740.0,Estimated
446,446,Health and personal care stores,2011/07/01,21864.0,Estimated
44611,446,Pharmacies and drug stores,2011/07/01,18541.0,Estimated
447,447,Gasoline stations,2011/07/01,48200.0,Estimated
448,448,Clothing and clothing access. stores,2011/07/01,17937.0,Estimated
4481,448,Clothing stores,2011/07/01,13415.0,Estimated
44811,448,Men's clothing stores,2011/07/01,587.0,Estimated
44812,448,Women's clothing stores,2011/07/01,3060.0,Estimated
44814,448,Family clothing stores,2011/07/01,7213.0,Estimated
44819,448,Other clothing stores,2011/07/01,985.0,Estimated
4482,448,Shoe stores,2011/07/01,2347.0,Estimated
44831,448,Jewelry stores,2011/07/01,1983.0,Estimated
451,451,"Sporting goods, hobby, musical instrument, and book stores",2011/07/01,5997.0,Estimated
45111,451,Sporting goods stores,2011/07/01,3334.0,Estimated
45112,451,"Hobby, toy, and game stores",2011/07/01,1089.0,Estimated
451211,451,Book stores,2011/07/01,865.0,Estimated
452,452,General merchandise stores,2011/07/01,50660.0,Estimated
4521,452,Department stores,2011/07/01,13901.0,Estimated
452111,452,Department stores(excl. discount department stores),2011/07/01,4781.0,Estimated
452112,452,Discount dept. stores,2011/07/01,9120.0,Estimated
4529,452,Other general merchandise stores,2011/07/01,36759.0,Estimated
45291,452,Warehouse clubs and superstores,2011/07/01,32369.0,Estimated
45299,452,All other gen. merchandise stores,2011/07/01,4390.0,Estimated
453,453,Miscellaneous store retailers,2011/07/01,9133.0,Estimated
4532,453,"Office supplies, stationery, and gift stores",2011/07/01,2615.0,Estimated
45321,453,Office supplies and stationery stores,2011/07/01,1345.0,Estimated
45322,453,"Gift, novelty, and souvenir stores",2011/07/01,1270.0,Estimated
45330,453,Used merchandise stores,2011/07/01,1009.0,Estimated
454,454,Nonstore retailers,2011/07/01,27086.0,Estimated
4541,454,Electronic shopping and mail-order houses,2011/07/01,21664.0,Estimated
45431,454,Fuel dealers,2011/07/01,2086.0,Estimated
722,722,Food services and drinking places,2011/07/01,43301.0,Estimated
7224,722,Drinking places,2011/07/01,1829.0,Estimated
7225,722,Restaurants and other eating places,2011/07/01,37789.0,Estimated
722511,722,Full service restaurants,2011/07/01,18897.0,Estimated
722513-722514-722515,722,Limited service eating places,2011/07/01,18892.0,Estimated
441,441,Motor vehicle and parts dealers,2011/08/01,71295.0,Estimated
4411-4412,441,Automobile and other motor vehicle dealers,2011/08/01,63556.0,Estimated
4411,441,Automobile dealers,2011/08/01,59357.0,Estimated
44111,441,New car dealers,2011/08/01,52919.0,Estimated
44112,441,Used car dealers,2011/08/01,6438.0,Estimated
4413,441,"Automotive parts, acc., and tire stores",2011/08/01,7739.0,Estimated
442-443,442,"Furniture, home furn, electronics, and appliance stores",2011/08/01,16145.0,Estimated
442,442,Furniture and home furnishings stores,2011/08/01,7685.0,Estimated
4421,442,Furniture stores,2011/08/01,4132.0,Estimated
4422,442,Home furnishings stores,2011/08/01,3553.0,Estimated
44221,442,Floor covering stores,2011/08/01,1472.0,Estimated
442299,442,All other home furnishings stores,2011/08/01,1989.0,Estimated
443,443,Electronics and appliance stores,2011/08/01,8460.0,Estimated
443141,443,Household appliance stores,2011/08/01,1360.0,Estimated
443142,443,Electronics stores,2011/08/01,7100.0,Estimated
444,444,Building mat. and garden equip. and supplies dealers,2011/08/01,23730.0,Estimated
4441,444,Building mat. and supplies dealers,2011/08/01,21167.0,Estimated
44412,444,Paint and wallpaper stores,2011/08/01,862.0,Estimated
44413,444,Hardware stores,2011/08/01,1779.0,Estimated
445,445,Food and beverage stores,2011/08/01,51575.0,Estimated
4451,445,Grocery stores,2011/08/01,46448.0,Estimated
44511,445,Supermarkets and other grocery (except convenience) stores,2011/08/01,44275.0,Estimated
4453,445,"Beer, wine, and liquor stores",2011/08/01,3576.0,Estimated
446,446,Health and personal care stores,2011/08/01,22982.0,Estimated
44611,446,Pharmacies and drug stores,2011/08/01,19481.0,Estimated
447,447,Gasoline stations,2011/08/01,48320.0,Estimated
448,448,Clothing and clothing access. stores,2011/08/01,19263.0,Estimated
4481,448,Clothing stores,2011/08/01,13889.0,Estimated
44811,448,Men's clothing stores,2011/08/01,549.0,Estimated
44812,448,Women's clothing stores,2011/08/01,3027.0,Estimated
44814,448,Family clothing stores,2011/08/01,7649.0,Estimated
44819,448,Other clothing stores,2011/08/01,1001.0,Estimated
4482,448,Shoe stores,2011/08/01,3022.0,Estimated
44831,448,Jewelry stores,2011/08/01,2179.0,Estimated
451,451,"Sporting goods, hobby, musical instrument, and book stores",2011/08/01,7627.0,Estimated
45111,451,Sporting goods stores,2011/08/01,3623.0,Estimated
45112,451,"Hobby, toy, and game stores",2011/08/01,1074.0,Estimated
451211,451,Book stores,2011/08/01,2142.0,Estimated
452,452,General merchandise stores,2011/08/01,51266.0,Estimated
4521,452,Department stores,2011/08/01,14675.0,Estimated
452111,452,Department stores(excl. discount department stores),2011/08/01,4976.0,Estimated
452112,452,Discount dept. stores,2011/08/01,9699.0,Estimated
4529,452,Other general merchandise stores,2011/08/01,36591.0,Estimated
45291,452,Warehouse clubs and superstores,2011/08/01,32240.0,Estimated
45299,452,All other gen. merchandise stores,2011/08/01,4351.0,Estimated
453,453,Miscellaneous store retailers,2011/08/01,9604.0,Estimated
4532,453,"Office supplies, stationery, and gift stores",2011/08/01,3115.0,Estimated
45321,453,Office supplies and stationery stores,2011/08/01,1912.0,Estimated
45322,453,"Gift, novelty, and souvenir stores",2011/08/01,1203.0,Estimated
45330,453,Used merchandise stores,2011/08/01,1210.0,Estimated
454,454,Nonstore retailers,2011/08/01,30417.0,Estimated
4541,454,Electronic shopping and mail-order houses,2011/08/01,24422.0,Estimated
45431,454,Fuel dealers,2011/08/01,2366.0,Estimated
722,722,Food services and drinking places,2011/08/01,42385.0,Estimated
7224,722,Drinking places,2011/08/01,1717.0,Estimated
7225,722,Restaurants and other eating places,2011/08/01,36986.0,Estimated
722511,722,Full service restaurants,2011/08/01,18311.0,Estimated
722513-722514-722515,722,Limited service eating places,2011/08/01,18675.0,Estimated
441,441,Motor vehicle and parts dealers,2011/09/01,66956.0,Estimated
4411-4412,441,Automobile and other motor vehicle dealers,2011/09/01,59708.0,Estimated
4411,441,Automobile dealers,2011/09/01,56243.0,Estimated
44111,441,New car dealers,2011/09/01,50292.0,Estimated
44112,441,Used car dealers,2011/09/01,5951.0,Estimated
4413,441,"Automotive parts, acc., and tire stores",2011/09/01,7248.0,Estimated
442-443,442,"Furniture, home furn, electronics, and appliance stores",2011/09/01,15221.0,Estimated
442,442,Furniture and home furnishings stores,2011/09/01,7450.0,Estimated
4421,442,Furniture stores,2011/09/01,4051.0,Estimated
4422,442,Home furnishings stores,2011/09/01,3399.0,Estimated
44221,442,Floor covering stores,2011/09/01,1395.0,Estimated
442299,442,All other home furnishings stores,2011/09/01,1907.0,Estimated
443,443,Electronics and appliance stores,2011/09/01,7771.0,Estimated
443141,443,Household appliance stores,2011/09/01,1383.0,Estimated
443142,443,Electronics stores,2011/09/01,6388.0,Estimated
444,444,Building mat. and garden equip. and supplies dealers,2011/09/01,22499.0,Estimated
4441,444,Building mat. and supplies dealers,2011/09/01,20054.0,Estimated
44412,444,Paint and wallpaper stores,2011/09/01,791.0,Estimated
44413,444,Hardware stores,2011/09/01,1626.0,Estimated
445,445,Food and beverage stores,2011/09/01,49925.0,Estimated
4451,445,Grocery stores,2011/09/01,44877.0,Estimated
